trial,fidelity_3qubit,fidelity_5qubit,qec_advantage
0,0.999999999999998,0.9999983745637036,-1.625436294450111e-06
1,0.999999999999998,0.9999983745637036,-1.625436294450111e-06
2,0.999999999999998,0.9999983745637036,-1.625436294450111e-06
