gamma,efficiency,runtime_s,total_single_exc
0.0,0.03998214958513873,3.8699707984924316,0.03998214958513873
1.0,0.1867564221297879,3.138129711151123,0.1867564221297879
2.0,0.30901687449128135,2.9378461837768555,0.30901687449128135
