gamma,efficiency,site0,site1,site2,site3
0.0,1.0000000000000002,0.5652744300469693,0.32545835687024066,0.451819859175161,1.0000000000000002
0.5,1.000000000000007,0.604536525352821,0.34938651011337635,0.38475478352391623,1.000000000000007
1.0,0.999999999999996,0.6038646077875076,0.3542770947252847,0.33606319712127486,0.999999999999996
1.5,1.0,0.585664862673194,0.3467964122520751,0.29758342657156517,1.0
2.0,1.0000000000000004,0.5608548023781519,0.3329248113826212,0.26619213036258893,1.0000000000000004
3.0,0.9999999999999997,0.5086911532048755,0.2994114119909612,0.21854308124155863,0.9999999999999997
